,pct,alg,compaIze,data,nClusters,nComponents,redenCl,gamma,gammaScale,maxNMI,avgNMI,stdNMI,avgPMI,stdPMI,maxF1,avgF1,stdF1,maxCA,avgCA,stdCA,maxARI,avgARI,stdARI
10,0.21,wKSVD,pca,PubMed,doc,3,doc,3.073014045933071e-05,0.1,0.1733598415248088,0.173187099533019,0.00018155342002592055,0.1430547559330279,0.009991919680114914,0.5702799136417774,0.5702435725792415,3.748044274271645e-05,0.3401139102681108,0.34009394527203873,2.6973644058897747e-05,0.14862294884031532,0.14843217211455045,0.00021754074359484752
11,0.23,wKSVD,pca,PubMed,term,3,doc,3.073014045933071e-05,0.1,0.17329669532312197,0.1731897222411407,0.00016346395312295098,0.14946409600830585,0.001468914053479464,0.5702799136417774,0.5702248688109852,7.354193917102038e-05,0.3401136993304107,0.34009184721364627,3.097531637392354e-05,0.1485524364997696,0.148448120895406,0.00016101418558995382
12,0.25,wKSVD,pca,PubMed,1000,1000,doc,0.00030730140459330705,1.0,0.13228663696604293,0.048803550486541177,0.042116022952567736,0.15740882003626833,0.027544077245480005,0.5888248419859283,0.5303130393180278,0.05936818101353183,0.3566158083524188,0.3413313408055287,0.0198716720101228,0.07433686901702381,0.01509800275113162,0.026242397973997255
13,0.27,wKSVD,pca,PubMed,doc,3,doc,0.00030730140459330705,1.0,0.17319104669187246,0.1712880515257827,0.005279765094006007,0.1452554086389636,0.007023675642092379,0.570176354988926,0.5694319771739522,0.002157439570612507,0.34009671627314286,0.34001101691593794,0.00017051100389662527,0.14863531927006013,0.14809274886473003,0.0009208786630243498
14,0.28,wKSVD,pca,PubMed,term,3,doc,0.00030730140459330705,1.0,0.17319104669187246,0.17306168148274748,7.945312395873913e-05,0.14875592824078293,0.0058059219314439805,0.570176354988926,0.570152305332347,1.704520319060741e-05,0.34009671627314286,0.34007601402408494,1.5538229475398992e-05,0.14863531927006013,0.14843524142014317,0.00015056227901865608
15,0.3,wKSVD,pca,PubMed,1000,1000,doc,0.0030730140459330705,10.0,0.2456334536710703,0.07598862179804551,0.08614460398581882,0.14616601286789999,0.023471548753626226,0.5923944676024606,0.5423028513648737,0.05666800073159862,0.356740168988674,0.34115579279221353,0.02017845757590767,0.22967695773820676,0.04908691602081004,0.08288730666867702
16,0.32,wKSVD,pca,PubMed,doc,3,doc,0.0030730140459330705,10.0,0.17541880976647073,0.17304757898051099,0.0054125694597749515,0.13638156491346115,0.008271250642395736,0.5703046278671899,0.5694552748914423,0.002133211596299449,0.34022631948296844,0.3400944957679878,0.0001854831773537994,0.15080855578943617,0.1498578217934216,0.001115841798916261
17,0.34,wKSVD,pca,PubMed,term,3,doc,0.0030730140459330705,10.0,0.17485039355082677,0.17470293812028903,7.267277097930739e-05,0.14184652694600938,0.004765773515187078,0.5701638301803292,0.5701317317830746,1.753912712121248e-05,0.34015892746020215,0.34013522320753453,9.6067529351632e-06,0.1502433850684145,0.15005728916566993,7.807547521171977e-05
18,0.36,wKSVD,pca,PubMed,1000,1000,doc,0.030730140459330705,100.0,0.24753495647469173,0.06234649982897048,0.07155580816403269,0.1448551422275651,0.020786424602730964,0.5934287899815469,0.5020141257316174,0.08328563324033399,0.35676845521977324,0.33060555490747945,0.026889424260754746,0.21648858697680867,0.03578252731990063,0.06270062178558589
19,0.38,wKSVD,pca,PubMed,doc,3,doc,0.030730140459330705,100.0,0.18898087239630942,0.18883081846982339,0.00021870947367823936,0.14697762768849307,0.001973221493380625,0.5731576133531675,0.5730922704406028,6.48166630567741e-05,0.34151098666952967,0.3414726999335176,3.024947853108157e-05,0.16342436427658763,0.1632286791250028,0.00021948734513910738
20,0.4,wKSVD,pca,PubMed,term,3,doc,0.030730140459330705,100.0,0.1889473530763184,0.18879850939051127,0.0003234543700876837,0.14713976700261616,0.00202235620459898,0.573188699524186,0.5730953679401108,7.128025720898552e-05,0.3415080592658382,0.34146784116366485,2.820980132978978e-05,0.16331091001832318,0.1631938081702494,0.0003115994071123794
21,0.42,wKSVD,pca,PubMed,1000,1000,doc,0.30730140459330707,1000.0,0.2682000144167287,0.07336866485092489,0.09769412029105964,0.17020792584151193,0.0337769859284638,0.5921478194914103,0.5212858636236415,0.08320201873532204,0.35675786717619334,0.33628382492775927,0.02621167742219483,0.24466522642953578,0.05029168280105041,0.09610760210286876
22,0.44,wKSVD,pca,PubMed,doc,3,doc,0.30730140459330707,1000.0,0.19480447401123901,0.1947632732833513,2.590511714918844e-05,0.19628622844816856,0.015949700386680126,0.5597724033983104,0.5597423269013381,1.8649842162926547e-05,0.33798691739688924,0.33797056560927513,9.33028718261687e-06,0.152099556755766,0.15203323767031754,2.3743303923106306e-05
